COLUMN,data_type,description,cat_options,val_range,min,max,distribution,perc_missing,perc_erroneous,erroneous,cut_off
Q1366_2,categorical,Other hypnotics and tranquilizers (eg hypnotic taking during nightime),"no,yes,no answer,not applicable ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1366.png,52.34375,0.0,,3
Q1391_2,ordinal,The participant admits that it is a problem,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1391.png,0.0,5.914972273567468,9,4
Q1705_2,ordinal,Obvious evidence of paralysis or stroke.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1705.png,0.0,1.478743068391867,9,4
Q1561_2,ordinal,"In general, how happy are you: very happy, reasonably happy, not too happy, not happy at all?","very happy,happy to a normal extent ,not very happy,not happy at all,no answer,not applicable ","0.0,1.0,2.0,3.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1561.png,0.0,0.3696857670979667,8,5
Q1551_2,ordinal,"Taking everything into account, how would you describe your satisfaction with life at the present time: good, average, or weak?","good ,fair ,weak ,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1551.png,0.0,1.293900184842884,8,4
IRERROR_2,categorical,"Interviewer's evaluation: In the Direction or Memory section, did you record ""Yes"" (an indication of memory errors) or ""Not applicable"" frequently during the interview? Or was there a lot of ""not applicable"" in the rest of the interview? ""","no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/IRERROR.png,0.0,0.1848428835489834,9,3
Q1441_2,categorical,The interviewer believes that the participant has a drinking problem.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1441.png,0.0,4.805914972273567,9,3
Q1652_2,ordinal,Infectious gaiety.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1652.png,0.0,0.3696857670979667,9,4
Q1381_2,categorical,He/she does this,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1381.png,0.0,4.436229205175601,9,3
Q1704_2,ordinal,Obvious abnormality of walking.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1704.png,0.0,3.88170055452865,9,4
Q1368_2,categorical,Other,"no,yes,no answer,not applicable ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1368.png,0.0,0.0,,3
Q1706_2,ordinal,"Obvious evidence of physical abnormality of the legs like arthritis, amputation, or gross swelling.","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1706.png,0.0,1.293900184842884,9,4
Q1707_2,ordinal,"Gait normal, just unsteady","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1707.png,0.0,1.478743068391867,9,4
Q1708_2,ordinal,Staggers as if drunk,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1708.png,0.0,1.293900184842884,9,4
Q1371_2,categorical,Drink alcohol (in one form or another) at least five days a week,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1371.png,0.0,0.1848428835489834,9,3
Q1702_2,ordinal,"Athetoid movements (continuous, purposeless, slow writhing movements of tongue, jaws or limbs).","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1702.png,0.0,0.3696857670979667,9,4
Q1703_2,ordinal,"Parkinsonian movements (characteristic repeated regular tremor of the hands at rest.  Described as 'pill rolling', as if the interviewee was rolling a pill between the thumb and finger tips).","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1703.png,0.0,0.3696857670979667,9,4
ICINTCOM_2,categorical,"* Interviewer's evaluation * Has the interview ended?
","no,yes,no answer,not applicable ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/ICINTCOM.png,0.0,0.0,,3
Q1631_2,ordinal,Face without expression. Does not show expressions during conversation.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1631.png,0.0,0.1848428835489834,9,4
Q1632_2,ordinal,Monotonous VOICE.  No play of expression in conversation.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1632.png,0.0,0.1848428835489834,9,4
Q1701_2,ordinal,"Choreiform movements (continuous, purposeless, jerky, involuntary movements of the head, body or limbs while at rest)","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1701.png,0.0,0.3696857670979667,9,4
Q1633_2,ordinal,No gesture accompanying speech,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1633.png,0.0,0.1848428835489834,9,4
Q1634_2,ordinal,No appropriate emotion shown when delusional or normal material is discussed which would usually bring out emotion,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1634.png,0.0,0.3696857670979667,9,4
Q1635_2,ordinal,"Uniform blunting of mood, 
whatever the tone of conversation (indifference, apathetic acceptance).","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1635.png,0.0,0.3696857670979667,9,4
Q1641_2,ordinal,Uncontrollable short bouts of crying.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1641.png,0.0,0.3696857670979667,9,4
Q1741_2,ordinal,Vague quality to speech.  No completion of a thought or idea.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1741.png,0.0,0.5545286506469501,9,4
Q1642_2,ordinal,Uncontrollable short bouts of laughing.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1642.png,0.0,0.3696857670979667,9,4
Q1671_2,ordinal,"UNCO-OPERATIVE, ETC.: Tries to start an argument.","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1671.png,0.0,0.3696857670979667,9,4
Q1661_2,ordinal,"OTHER AFFECT: Facetious:  silly jokes, flippant remarks.","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1661.png,0.0,0.3696857670979667,9,4
Q1651_2,ordinal,"Elated, euphoric, even though perhaps changing to irritability or depression.","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1651.png,0.0,0.3696857670979667,9,4
Q1709_2,ordinal,Takes slow shuffling steps,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1709.png,0.0,1.293900184842884,9,4
Q17920_2,categorical,"Interview conditions unfavourable, e.g. noisy, distracting environment.","no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/q17920.png,0.0,0.3696857670979667,9,3
Q1742_2,ordinal,"Patient talks fairly freely, but vaguely and ambiguously so that ideas communicated are not clear - vague wandering from idea to idea or point to point, e.g.
Question:  
HOW DO YOU LIKE IT IN THE HOSPITAL?
Response:  
WELL, or ….NOT QUITE THE SAME AS, OR …DO NOT QUITE KNOW HOW TO SAY IT.  IT IS NOT THE SAME, BEING IN HOSPITAL AS, or....WORKING. ER….THE JOB IS NOT QUITE THE SAME or… VERY MUCH THE SAME, BUT OF COURSE, IT IS NOT EXACTLY THE SAME.","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1742.png,0.0,0.5545286506469501,9,4
WORDWRG_2,ordinal,Does he/she use the wrong words?,"yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.0001,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/WORDWRG.png,0.0,0.0,,5
HOBBY_2,categorical,"Has there been a loss of a special skill or hobby he/she could manage before? 
","no,yes,don’t know ","0.0,1.0,98.0,99.0",0,99,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/HOBBY.png,0.0,1.66358595194085,"98,99",2
CHORES_2,ordinal,"Does he/she have difficulty performing household chores that he/she is used to do, such as preparing food or boiling a pot of tea?","yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/CHORES.png,0.0,0.0,,5
LOSTIN_2,ordinal,"Does he/she get lost at home, e.g finding the toilet?","yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/LOSTIN.png,0.0,0.0,,5
LOSTOUT_2,ordinal,Does he/she get lost in the community/road?,"yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.5,1.0,2.0,99.0",0,99,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/LOSTOUT.png,0.0,0.1848428835489834,99,5
ORIENT_2,ordinal,Does he/she forget where he/she is?,"yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/ORIENT.png,0.0,0.0,,5
LASTDAY_2,ordinal,Does he/she forget what happened the day before?,"yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.0001,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/LASTDAY.png,0.0,0.0,,5
LASTSEE_2,ordinal,Does he/she forget when he/she last saw you?,"yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.0001,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/LASTSEE.png,0.0,0.0,,5
PAST_2,ordinal,Does he/she tend to talk about what happened long ago rather than the present?,"yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.0001,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/PAST.png,0.0,0.0,,5
WORDFIND_2,ordinal,When speaking does he/she have difficulty saying the right words?,"yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.0001,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/WORDFIND.png,0.0,0.0,,5
Q1743_2,ordinal,"Irrelevance:  whole content of answer may have little to do with the question.  (Do not include wandering or rambling from the topic, or incoherence).","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1743.png,0.0,0.5545286506469501,9,4
CONVERS_2,ordinal,Does he/she forget what he/she wanted to say in the middle of the conversation?,"yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.0001,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/CONVERS.png,0.0,0.0,,5
FAMNAME_2,ordinal,Does he/she forget the names of members of the family?,"yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.0001,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/FAMNAME.png,0.0,0.0,,5
FRDNAME_2,ordinal,Does he/she forget the names of friends?,"yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.0001,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/FRDNAME.png,0.0,0.0,,5
KEPT_2,ordinal,Does he/she forget where things are usually kept?,"yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.0001,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/KEPT.png,0.0,0.0,,5
PUT_2,ordinal,Does he/she forget where he/she has put things?,"yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/PUT.png,0.0,0.0,,5
MEMORY_2,categorical,"We all have slight difficulties in remembering things as we get older, but has this been a particular problem for him/her?","no,yes,don’t know ","0.0,1.0,98.0",0,98,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/MEMORY.png,0.0,0.9242144177449169,98,2
MENTAL_2,ordinal,Has there been a general decline in his/her mental functioning?  ,"don’t know ,no change,general deterioration","0.0,0.0001,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/MENTAL.png,0.0,0.0,,2
ACTIV_2,ordinal,"Have you seen a change in his/her daily activities in the past several years? 
","don’t know ,no change,change in physical activity (decrease)","0.0,0.0001,1.0,99.0",0,99,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/ACTIV.png,0.0,0.1848428835489834,99,2
MONEY_2,ordinal,Has there been a change in his/her ability to handle money?,"some difficulty ,don’t know ,no difficulty ,cannot deal with money","0.0,0.0001,0.5,1.0,2.0,99.0",0,99,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/MONEY.png,0.0,0.1848428835489834,99,3
CHANGE_2,ordinal,does he/she have difficulty in adjusting to change in her daily routine?,"yes, sometimes,don’t know ,no ,yes, regularly","0.0,0.0001,0.5,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/CHANGE.png,0.0,0.0,,5
REASON_2,categorical,Have you noticed a change in his/her ability to think and reason?,"no,yes,don’t know ","0.0,1.0,98.0,99.0",0,99,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/REASON.png,0.0,2.033271719038817,"98,99",2
FEED_2,ordinal,Does he/she have difficulty feeding him/herself? ,"don’t know ,eats neatly using the utensils ,makes a mess while eating using a spouse only,eats simple food like crakers ,needs to be fed ","0.0,0.0001,1.0,2.0,3.0",0,3,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/FEED.png,0.0,0.0,,4
NPI12,categorical,"Has your (xxxx) lost or gained weight, or had a change in the food he she likes? ","no,yes,don’t know ","0.0,1.0,98.0",0,98,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/NPI12.png,0.0,0.5545286506469501,98,2
NPI11,categorical,"Does your (xxxx) awaken you during the night, rise too early in the morning, or take excessive naps during the day?","no,yes,don’t know ","0.0,1.0,98.0",0,98,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/NPI11.png,0.0,0.3696857670979667,98,2
NPI10,categorical,"Does your (xxxx) engage in repetitive activities, such as pacing around the house, handling buttons, wrapping string, or doing other things repeatedly?","no,yes,don’t know ","0.0,1.0,98.0",0,98,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/NPI10.png,0.0,0.5545286506469501,98,2
NPI9,categorical,Is your (xxxx) impatient and cranky? Does he or she have difficulty coping with delays or waiting for planned activities?,"no,yes,don’t know ","0.0,1.0,98.0",0,98,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/NPI9.png,0.0,0.3696857670979667,98,2
NPI8,categorical,"Does your (xxxx) seem to act impulsively? For example, does your (xxxx) talk to strangers as if he or she knows them, or does your (xxxx) say things that may hurt people’s feeling?","no,yes,don’t know ","0.0,1.0,98.0",0,98,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/NPI8.png,0.0,0.3696857670979667,98,2
NPI7,categorical,Does your (xxxx) seem less interested in his or her usual activities and plans of others?,"no,yes,don’t know ","0.0,1.0,98.0",0,98,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/NPI7.png,0.0,0.3696857670979667,98,2
NPI6,categorical,Does your (xxxx) appear to feel too good or act excessively happy?,"no,yes,don’t know ","0.0,1.0,98.0",0,98,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/NPI6.png,0.0,0.1848428835489834,98,2
NPI5,categorical,"Does your (xxxx) become upset when separated from you? Does he or she have any other signs of nervousness, such as shortness of breath, sighing, being unable to relax, or feeling excessively tense?","no,yes,don’t know ","0.0,1.0,98.0",0,98,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/NPI5.png,0.0,0.7393715341959335,98,2
NPI4,categorical,Does your (xxxx) act as if he or she is sad or in low spirits? Does he or she cry?,"no,yes,don’t know ","0.0,1.0,98.0",0,98,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/NPI4.png,0.0,0.7393715341959335,98,2
NPI3,categorical,Is your (xxxx) stubborn and resistive to help from others?,"no,yes,don’t know ","0.0,1.0,98.0",0,98,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/NPI3.png,0.0,0.1848428835489834,98,2
NPI2,categorical,Does your (xxxx) act as if he or she hears voices? Does he or she talk to people who are not there?,"no,yes,don’t know ","0.0,1.0,98.0",0,98,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/NPI2.png,0.0,0.5545286506469501,98,2
NPI1,categorical,"Does your (xxxx) believe that others are stealing from him or her, or planning to harm him or her in some way?","no,yes,don’t know ","0.0,1.0,98.0",0,98,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/NPI1.png,0.0,0.3696857670979667,98,2
ENDIF_2,boolean,interviewer code - is the total csid score 2 or less?            ,,"0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/ENDIF.png,0.0,0.0,,
MUDDLED_2,categorical,Does his/her thinking ever seem muddled?                    ,"no,yes,don’t know ","0.0,1.0,98.0,99.0",0,99,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/MUDDLED.png,0.0,0.3696857670979667,"98,99",2
MISTAKE_2,boolean,Does he/she ever mistake you (or other family or friends) for someone else? ,,"0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/MISTAKE.png,0.0,0.0,,
TOILET_2,ordinal,Does he/she have difficulty using the toilet? Does he/she wet or soil him/herself?,"don’t know ,no problems,sometimes wets bed,frequently wets bed,unable to control when the elderly needs to go (urine/ stools)","0.0,1.0,2.0,3.0",0,3,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/TOILET.png,0.0,0.0,,4
DRESS_2,ordinal,Does he/she have difficulty dressing?,"don’t know ,wears clothes on his/her own,sometimes buttons clothes in a wrong way,error in the sequence, usually forgets things,not able of wearing own clothes","0.0,1.0,2.0,3.0",0,3,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/DRESS.png,0.0,0.0,,5
CARENEED_2,ordinal,The older person,"needs care most of the time,needs care sometimes,does not need care ","1.0,2.0,3.0",1,3,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/CARENEED.png,0.0,0.0,,2
Q1822_2,ordinal,"Minimization or tendency to say no, indiscriminately.","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1822.png,0.0,0.0,,4
Q1821_2,ordinal,"Exaggeration or tendency to say yes, indiscriminately.","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1821.png,0.0,0.3696857670979667,8,4
Q1801_2,categorical,"Memory defect (clear-cut) e.g. disorientated, gross memory loss, clear-cut blackout, etc.","no,yes,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1801.png,0.0,0.3696857670979667,"8,9",3
Q17912_2,categorical,Low intelligence.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/q17912.png,0.0,0.3696857670979667,9,3
Q17911_2,categorical,Other.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/q17911.png,0.0,0.3696857670979667,9,3
Q17910_2,categorical,Weakness - severe.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/q17910.png,0.0,0.3696857670979667,9,3
Q1798_2,categorical,Stuttering.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/q1798.png,0.0,0.3696857670979667,9,3
Q1796_2,categorical,Deafness - severe.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/q1796.png,0.0,0.3696857670979667,9,3
Q1795_2,categorical,Dysarthria (due to speech organs) e.g. coarse tremor of the tongue or paralysis of vocal chords.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/q1795.png,0.0,0.3696857670979667,9,3
Q1792_2,categorical,Unclear dialect or accent.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1792.png,0.0,0.3696857670979667,9,3
Q1791_2,categorical,Foreign language e.g. poor command of language in which interview is conducted interpreter required.,"no,yes,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1791.png,0.0,0.3696857670979667,"8,9",3
Q1781_2,ordinal,Judgment: Problems with memory are more prominent than problems with thinking i.e. more difficulty with remembering things than working things out.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1781.png,0.0,0.1848428835489834,9,4
Q1771_2,ordinal,"Perseveration: Repeats answer inappropriately
e.g.      Question:  Weekday?
            Response: Tuesday
            Questions:  Month?
            Response:   Tuesday","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1771.png,0.0,0.3696857670979667,9,4
Q1755_2,ordinal,Long pauses before replying a characteristic feature.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1755.png,0.0,0.1848428835489834,9,4
Q1754_2,ordinal,Speech very slow.  Distinct pauses between words.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1754.png,0.0,0.3696857670979667,9,4
Q1753_2,ordinal,"Flight of ideas:  one idea suggests another in rapid succession, so that patient is soon far from the point, e.g.
Question:  
WHAT IS THE TIME?
Response:  
IT IS THREE O'CLOCK BY MY H. SAMUEL EVERRIGHT GOLD WATCH, BUT IT IS NOT ON THE GOLD STANDARD, WAVE 
THE FLAGS A LIFE ON THE BRINY WAVE.","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1753.png,0.0,0.3696857670979667,9,4
Q1752_2,ordinal,"Pressure of speech:  too many words, rapid and keeps resisting interruption.","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1752.png,0.0,0.3696857670979667,9,4
Q1751_2,ordinal,"rate of speech: Extremely rapid speech, but can be interrupted.","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1751.png,0.0,0.3696857670979667,9,4
Q1745_2,ordinal,Rambling:  talks in an aimless fashion.  Object in view at the beginning is not reached.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1745.png,0.0,0.3696857670979667,9,4
Q1744_2,ordinal,"Circumstantial:  much unnecessary detail, but the object in view at the beginning is ultimately reached.","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1744.png,0.0,0.3696857670979667,9,4
Q17922_2,categorical,"Patient appears generally sleepy, but does not actually fall asleep.","no,yes,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/q17922.png,0.0,0.5545286506469501,"8,9",3
Q1802_2,categorical,"Memory defect (dubious) e.g. hazy recall, unconvincingly claims not to remember, makes little attempt to recall.","no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1802.png,0.0,0.1848428835489834,9,3
Q1811_2,ordinal,Rating,"logical answers,little doughts ,some level of doughts,a lot of doughts,useless information ","0.0,1.0,2.0,3.0",0,3,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1811.png,0.0,0.0,,4
Q1803_2,categorical,"Incoherent in clear consciousness (e.g. not sleepy) i.e. irrelevant or bizarre or random answers, disjointed ideas, gibberish, neologisms, perseveration, flight of ideas.","no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1803.png,0.0,0.1848428835489834,9,3
Q18020_2,categorical,Other.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q18020.png,0.0,0.1848428835489834,9,3
Q18019_2,categorical,Distractibility (interviewee's attention is frequently drawn to trivial and irrelevant events in the environment).,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q18019.png,0.0,0.1848428835489834,9,3
Q18018_2,categorical,Pre-occupied with inner experiences which are not vocalised (unspecified pre-occupation).,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q18018.png,0.0,0.1848428835489834,9,3
Q18017_2,categorical,"Excited or agitated or obviously elated (cannot sit still, or frequently interrupts with fatuous jokes or remarks).","no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q18017.png,0.0,0.1848428835489834,9,3
Q18016_2,categorical,Lack of insight.  Total denial of symptoms or illness.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q18016.png,0.0,0.1848428835489834,9,3
Q18015_2,categorical,"Over talkative, but not pressure of speech.","no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q18015.png,0.0,0.1848428835489834,9,3
Q18014_2,categorical,Withdrawal or apparent apathy possibly due to indifference OR to deep depression.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q18014.png,0.0,0.1848428835489834,9,3
