COLUMN,data_type,description,cat_options,val_range,min,max,distribution,perc_missing,perc_erroneous,erroneous,cut_off
Q1141_2,ordinal,Participant did not enjoy almost anything,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1141.png,0,1.663585952,"8,9",4
Q1171_2,ordinal,He/she finds it difficult to focus on entertainment material,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1171.png,0,1.478743068,"8,9",4
Q1181_2,ordinal,He/she has difficulty focusing on reading.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1181.png,0,32.71719039,"8,9",4
Q1182_2,ordinal,"Difficulty with some forms of concentration most days, at least for two weeks.","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1182.png,0,4.436229205,"8,9",4
Q1191_2,ordinal, Note ** has a clear difficulty in focusing on the interview.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1191.png,0,0.369685767,"8,9",4
Q1201_2,ordinal,Describes an abnormal sensory experience,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1201.png,0,0.739371534,"8,9",4
Q1211_2,ordinal,Baffled by something strange happening,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1211.png,0,0.924214418,"8,9",4
Q1221_2,ordinal,Physical hallucinations,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1221.png,0,0.554528651,"8,9",4
Q1222_2,ordinal,"Illusions that involve sexual sensations, for example, from telepathy, an imaginary lover having sex with the participant during the night, etc.
(If the answer is positive, evaluate as ""yes, simple"" or  ""yes, severe"").","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1222.png,0,1.293900185,"8,9",4
Q1231_2,ordinal,Hallucinations have to do with smell,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1231.png,0,0.369685767,"8,9",4
Q1232_2,ordinal,"Hallucinations are related to smell, for example the participant smells an odor or gas in the room, etc. which is not really present. (If the answer is positive, evaluate it as ""yes, simple"" or ""yes, severe"")","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1232.png,0,0.739371534,"8,9",4
Q1233_2,ordinal,"The participant claims to be farting. (If the answer is positive, evaluate it as ""yes, simple"" or ""yes, severe"")","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1233.png,0,0.924214418,"8,9",4
Q1241_2,ordinal,"A bad taste, not necessarily due to hallucination, for example, bitter taste. ","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1241.png,0,0.554528651,"8,9",4
Q1242_2,ordinal,Hallucinations related to taste,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1242.png,0,0.554528651,"8,9",4
Q1251_2,ordinal,Indicates that he/she hears voices in the absence of any external influence that can be defined,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1251.png,0,0.184842884,8,4
Q1271_2,ordinal,Says that he/she is testing visual perception in the absence of any identifiable external stimulus.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1271.png,0,0.369685767,"8,9",4
Q1351_2,categorical,Note ** The participant is taking a doctor-prescribed medication to treat a mental problem,"no,yes,no answer,not applicable ","0.0,1.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1351.png,0,0.369685767,8,3
Q1361_2,categorical,"Opium alkaloids, heroin, industrial analgesics similar to morphine (eg pythidine, methadone, dehydroquidine) and cocaine.","no,yes,no answer,not applicable ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1361.png,0,0,,3
Q1362_2,categorical,"Heliosis (eg LSD, Mescaline)","no,yes,no answer,not applicable ",0,0,0,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1362.png,0,0,,3
Q1363_2,categorical,"Medicinal cannabis (cannabis, marijuana)","no,yes,no answer,not applicable ",0,0,0,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1363.png,0,0,,3
Q1364_2,categorical,Other psychosocial stimulants (eg amphetamines / pep pills),"no,yes,no answer,not applicable ",0,0,0,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1364.png,0,0,,3
Q1365_2,categorical,"Barbituric acid analgesic (Allobarbital, Amobarbital, Aprobarbital)","no,yes,no answer,not applicable ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1365.png,0,0,,3
Q1367_2,categorical,"Nerves tranquilizers (Valium, Liberium, etc.)","no,yes,no answer,not applicable ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1367.png,0,0,,3
Q1368_2,categorical,Other,"no,yes,no answer,not applicable ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1368.png,0,0,,3
Q1371_2,categorical,Drink alcohol (in one form or another) at least five days a week,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1371.png,0,0.184842884,9,3
Q1381_2,categorical,He/she does this,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1381.png,0,4.436229205,9,3
Q1391_2,ordinal,The participant admits that it is a problem,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1391.png,0,5.914972274,9,4
Q1441_2,categorical,The interviewer believes that the participant has a drinking problem.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1441.png,0,4.805914972,9,3
IRERROR_2,categorical,"Interviewer's evaluation: In the Direction or Memory section, did you record ""Yes"" (an indication of memory errors) or ""Not applicable"" frequently during the interview? Or was there a lot of ""not applicable"" in the rest of the interview? ""","no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/IRERROR.png,0,0.184842884,9,3
Q1551_2,ordinal,"Taking everything into account, how would you describe your satisfaction with life at the present time: good, average, or weak?","good ,fair ,weak ,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1551.png,0,1.293900185,8,4
Q1561_2,ordinal,"In general, how happy are you: very happy, reasonably happy, not too happy, not happy at all?","very happy,happy to a normal extent ,not very happy,not happy at all,no answer,not applicable ","0.0,1.0,2.0,3.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1561.png,0,0.369685767,8,5
ICINTCOM_2,categorical,"* Interviewer's evaluation * Has the interview ended?
","no,yes,no answer,not applicable ","0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/ICINTCOM.png,0,0,,3
Q1631_2,ordinal,Face without expression. Does not show expressions during conversation.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1631.png,0,0.184842884,9,4
Q1632_2,ordinal,Monotonous VOICE.  No play of expression in conversation.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1632.png,0,0.184842884,9,4
Q1633_2,ordinal,No gesture accompanying speech,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1633.png,0,0.184842884,9,4
Q1634_2,ordinal,No appropriate emotion shown when delusional or normal material is discussed which would usually bring out emotion,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1634.png,0,0.369685767,9,4
Q1635_2,ordinal,"Uniform blunting of mood, 
whatever the tone of conversation (indifference, apathetic acceptance).","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1635.png,0,0.369685767,9,4
Q1641_2,ordinal,Uncontrollable short bouts of crying.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1641.png,0,0.369685767,9,4
Q1642_2,ordinal,Uncontrollable short bouts of laughing.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1642.png,0,0.369685767,9,4
Q1651_2,ordinal,"Elated, euphoric, even though perhaps changing to irritability or depression.","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1651.png,0,0.369685767,9,4
Q1652_2,ordinal,Infectious gaiety.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1652.png,0,0.369685767,9,4
Q1661_2,ordinal,"OTHER AFFECT: Facetious:  silly jokes, flippant remarks.","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1661.png,0,0.369685767,9,4
Q1671_2,ordinal,"UNCO-OPERATIVE, ETC.: Tries to start an argument.","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1671.png,0,0.369685767,9,4
Q1701_2,ordinal,"Choreiform movements (continuous, purposeless, jerky, involuntary movements of the head, body or limbs while at rest)","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1701.png,0,0.369685767,9,4
Q1702_2,ordinal,"Athetoid movements (continuous, purposeless, slow writhing movements of tongue, jaws or limbs).","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1702.png,0,0.369685767,9,4
Q1703_2,ordinal,"Parkinsonian movements (characteristic repeated regular tremor of the hands at rest.  Described as 'pill rolling', as if the interviewee was rolling a pill between the thumb and finger tips).","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1703.png,0,0.369685767,9,4
Q1704_2,ordinal,Obvious abnormality of walking.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1704.png,0,3.881700555,9,4
Q1705_2,ordinal,Obvious evidence of paralysis or stroke.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1705.png,0,1.478743068,9,4
Q1706_2,ordinal,"Obvious evidence of physical abnormality of the legs like arthritis, amputation, or gross swelling.","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1706.png,0,1.293900185,9,4
Q1707_2,ordinal,"Gait normal, just unsteady","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1707.png,0,1.478743068,9,4
Q1708_2,ordinal,Staggers as if drunk,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1708.png,0,1.293900185,9,4
Q1709_2,ordinal,Takes slow shuffling steps,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1709.png,0,1.293900185,9,4
Q1741_2,ordinal,Vague quality to speech.  No completion of a thought or idea.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1741.png,0,0.554528651,9,4
Q1742_2,ordinal,"Patient talks fairly freely, but vaguely and ambiguously so that ideas communicated are not clear - vague wandering from idea to idea or point to point, e.g.
Question:  
HOW DO YOU LIKE IT IN THE HOSPITAL?
Response:  
WELL, or ….NOT QUITE THE SAME AS, OR …DO NOT QUITE KNOW HOW TO SAY IT.  IT IS NOT THE SAME, BEING IN HOSPITAL AS, or....WORKING. ER….THE JOB IS NOT QUITE THE SAME or… VERY MUCH THE SAME, BUT OF COURSE, IT IS NOT EXACTLY THE SAME.","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1742.png,0,0.554528651,9,4
Q1743_2,ordinal,"Irrelevance:  whole content of answer may have little to do with the question.  (Do not include wandering or rambling from the topic, or incoherence).","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1743.png,0,0.554528651,9,4
Q1744_2,ordinal,"Circumstantial:  much unnecessary detail, but the object in view at the beginning is ultimately reached.","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1744.png,0,0.369685767,9,4
Q1745_2,ordinal,Rambling:  talks in an aimless fashion.  Object in view at the beginning is not reached.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1745.png,0,0.369685767,9,4
Q1751_2,ordinal,"rate of speech: Extremely rapid speech, but can be interrupted.","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1751.png,0,0.369685767,9,4
Q1752_2,ordinal,"Pressure of speech:  too many words, rapid and keeps resisting interruption.","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1752.png,0,0.369685767,9,4
Q1753_2,ordinal,"Flight of ideas:  one idea suggests another in rapid succession, so that patient is soon far from the point, e.g.
Question:  
WHAT IS THE TIME?
Response:  
IT IS THREE O'CLOCK BY MY H. SAMUEL EVERRIGHT GOLD WATCH, BUT IT IS NOT ON THE GOLD STANDARD, WAVE 
THE FLAGS A LIFE ON THE BRINY WAVE.","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1753.png,0,0.369685767,9,4
Q1754_2,ordinal,Speech very slow.  Distinct pauses between words.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1754.png,0,0.369685767,9,4
Q1755_2,ordinal,Long pauses before replying a characteristic feature.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1755.png,0,0.184842884,9,4
Q1771_2,ordinal,"Perseveration: Repeats answer inappropriately
e.g.      Question:  Weekday?
            Response: Tuesday
            Questions:  Month?
            Response:   Tuesday","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1771.png,0,0.369685767,9,4
Q1781_2,ordinal,Judgment: Problems with memory are more prominent than problems with thinking i.e. more difficulty with remembering things than working things out.,"no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1781.png,0,0.184842884,9,4
Q1791_2,categorical,Foreign language e.g. poor command of language in which interview is conducted interpreter required.,"no,yes,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1791.png,0,0.369685767,"8,9",3
Q1792_2,categorical,Unclear dialect or accent.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1792.png,0,0.369685767,9,3
Q1795_2,categorical,Dysarthria (due to speech organs) e.g. coarse tremor of the tongue or paralysis of vocal chords.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/q1795.png,0,0.369685767,9,3
Q1796_2,categorical,Deafness - severe.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/q1796.png,0,0.369685767,9,3
Q1798_2,categorical,Stuttering.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/q1798.png,0,0.369685767,9,3
Q17910_2,categorical,Weakness - severe.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/q17910.png,0,0.369685767,9,3
Q17911_2,categorical,Other.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/q17911.png,0,0.369685767,9,3
Q17912_2,categorical,Low intelligence.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/q17912.png,0,0.369685767,9,3
Q17920_2,categorical,"Interview conditions unfavourable, e.g. noisy, distracting environment.","no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/q17920.png,0,0.369685767,9,3
Q17922_2,categorical,"Patient appears generally sleepy, but does not actually fall asleep.","no,yes,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/q17922.png,0,0.554528651,"8,9",3
Q1801_2,categorical,"Memory defect (clear-cut) e.g. disorientated, gross memory loss, clear-cut blackout, etc.","no,yes,no answer,not applicable ","0.0,1.0,8.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1801.png,0,0.369685767,"8,9",3
Q1802_2,categorical,"Memory defect (dubious) e.g. hazy recall, unconvincingly claims not to remember, makes little attempt to recall.","no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1802.png,0,0.184842884,9,3
Q1803_2,categorical,"Incoherent in clear consciousness (e.g. not sleepy) i.e. irrelevant or bizarre or random answers, disjointed ideas, gibberish, neologisms, perseveration, flight of ideas.","no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1803.png,0,0.184842884,9,3
Q1804_2,categorical,Keeps referring to delusions or hallucinations.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1804.png,0,0.184842884,9,3
Q1805_2,categorical,Incorporates interviewer in delusions.,"no,yes,no answer,not applicable ","0.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1805.png,0,0.184842884,9,3
Q1806_2,categorical,Posturing (maintains an unusual or odd position of any part of the body repeatedly or for several minutes at a time) bizarre behaviour.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1806.png,0,0.184842884,9,3
Q1807_2,categorical,Speaks coherently to self; speaks to voices.,"no,yes,no answer,not applicable ","0.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1807.png,0,0.184842884,9,3
Q1808_2,categorical,Cries uncontrollably.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1808.png,0,0.184842884,9,3
Q1809_2,categorical,"Pressure of speech (cannot be interrupted in the usual manner, talks the interviewer down).","no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1809.png,0,0.184842884,9,3
Q18010_2,categorical,Gross suspiciousness.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q18010.png,0,0.184842884,9,3
Q18011_2,categorical,Other.,"no,yes,no answer,not applicable ","0.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q18011.png,0,0.184842884,9,3
Q18012_2,categorical,Mutism not specified as due to physical defect.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q18012.png,0,0.184842884,9,3
Q18013_2,categorical,Suspicious.  Negativistic (clearly does the opposite of what the interviewer asks or expects).,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q18013.png,0,0.184842884,9,3
Q18014_2,categorical,Withdrawal or apparent apathy possibly due to indifference OR to deep depression.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q18014.png,0,0.184842884,9,3
Q18015_2,categorical,"Over talkative, but not pressure of speech.","no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q18015.png,0,0.184842884,9,3
Q18016_2,categorical,Lack of insight.  Total denial of symptoms or illness.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q18016.png,0,0.184842884,9,3
Q18017_2,categorical,"Excited or agitated or obviously elated (cannot sit still, or frequently interrupts with fatuous jokes or remarks).","no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q18017.png,0,0.184842884,9,3
Q18018_2,categorical,Pre-occupied with inner experiences which are not vocalised (unspecified pre-occupation).,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q18018.png,0,0.184842884,9,3
Q18019_2,categorical,Distractibility (interviewee's attention is frequently drawn to trivial and irrelevant events in the environment).,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q18019.png,0,0.184842884,9,3
Q18020_2,categorical,Other.,"no,yes,no answer,not applicable ","0.0,1.0,9.0",0,9,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q18020.png,0,0.184842884,9,3
Q1811_2,ordinal,Rating,"logical answers,little doughts ,some level of doughts,a lot of doughts,useless information ","0.0,1.0,2.0,3.0",0,3,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1811.png,0,0,,4
Q1821_2,ordinal,"Exaggeration or tendency to say yes, indiscriminately.","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0,8.0",0,8,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1821.png,0,0.369685767,8,4
Q1822_2,ordinal,"Minimization or tendency to say no, indiscriminately.","no,yes simple,yes severe,no answer,not applicable ","0.0,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/Q1822.png,0,0,,4
CARELIVE_2,boolean,Do you normally live with the elderly,,"0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/CARELIVE.png,0,0,,
CAREMAR_2,categorical,Are you currently married?,"never married ,married ,seperated or divorced,widowed,no answer","1.0,2.0,3.0,4.0",1,4,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/CAREMAR.png,0,0,,4
CJOB_2,ordinal,Do you have a job currently? ,"full time work,part time work,unemployed, looking for a job,unemployed, NOT looking for a job,housewife (husband),retired ,no answer","1.0,2.0,3.0,4.0,5.0,6.0,99.0",1,99,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/CJOB.png,0,1.478743068,99,8
CINCOM_2,categorical,Do you have any income (the job or other)?,"no,yes,no answer","0.0,1.0,99.0",0,99,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/CINCOM.png,0,2.218114603,99,2
CINCOM2_2,ordinal,How do you evaluate your net family monthly income?,"not sufficient at all,not sufficient ,sufficient ,more than sufficient ,don’t know ,no answer","0.0,1.0,2.0,3.0,4.0,98.0,99.0",0,99,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/CINCOM2.png,0,0.924214418,"98,99",5
DAY1_2,ordinal,how much time did you spend with the elderly yesterday?,"did not spend any time ,sometime,all the time ","0.0,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/DAY1.png,0,0,,2
DAY2_2,ordinal,how much time did you spend with the elderly Day before yesterday?,"did not spend any time ,sometime,all the time ","0.0,1.0,2.0",0,2,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/DAY2.png,0,0,,2
SRQ1_2,boolean,Do you often have headaches? ,,"0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/SRQ1.png,0,0,,
SRQ2_2,boolean,Is your appetite poor? ,,"0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/SRQ2.png,0,0,,
SRQ3_2,boolean,Do you sleep badly? ,,"0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/SRQ3.png,0,0,,
SRQ4_2,boolean,Are you easily frightened? ,,"0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/SRQ4.png,0,0,,
SRQ5_2,boolean,Do your hands shake? ,,"0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/SRQ5.png,0,0,,
SRQ6_2,boolean,"Do you feel nervous, tense or worried? ",,"0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/SRQ6.png,0,0,,
SRQ7_2,boolean,Is your digestion poor? ,,"0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/SRQ7.png,0,0,,
SRQ8_2,boolean,Do you have trouble thinking clearly? ,,"0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/SRQ8.png,0,0,,
SRQ9_2,boolean,Do you feel unhappy? ,,"0.0,1.0",0,1,https://bitbucket.org/HiyamGh/dementia/src/master/distributions/SRQ9.png,0,0,,
