COLUMN,data_type,theme,description,frequencies,perc_missing,erroneous,perc_erroneous,cut_off,outliers_zscore,outliers_iqr
Q341_2,categorical,Participant GMS,difficulties from his/her point of view; the memory problem is a true problem for him/her,", 0.0: 0.6474609375%%, 1.0: 0.2919921875%%, 8.0: 0.0068359375%%, 2.0: 0.0205078125%%",3.3203125,8,1.2939001848428835,4.0,,
Q221_2,ordinal,Participant GMS,Have you cried at all? How often? Has cried:,", 0.0: 0.703125%%, 1.0: 0.2412109375%%, 9.0: 0.001953125%%, 8.0: 0.005859375%%, 2.0: 0.0146484375%%",3.3203125,"8,9",1.478743068391867,4.0,0.78125,0.78125
Q351_2,categorical,Participant GMS,"forgets the names of friends, family or calls them with other names ",", 0.0: 0.87890625%%, 1.0: 0.0732421875%%, 8.0: 0.005859375%%, 2.0: 0.0087890625%%",3.3203125,8,1.1090573012939002,4.0,,
Q721_2,ordinal,Participant GMS,Listlessness or subjective   restriction of energy.,", 0.0: 0.708984375%%, 1.0: 0.2294921875%%, 8.0: 0.00390625%%, 2.0: 0.0244140625%%",3.3203125,8,0.7393715341959335,4.0,0.390625,0.390625
Q111_2,categorical,Participant GMS,observation: the participant speaks without a purpose. Did not get to the point being made,", 0.0: 0.9482421875%%, 9.0: 0.00390625%%, 1.0: 0.0146484375%%",3.3203125,9,0.7393715341959335,3.0,,
Q511_2,ordinal,Participant GMS,loss or decreased appetite ,", 0.0: 0.8828125%%, 2.0: 0.0048828125%%, 1.0: 0.076171875%%, 8.0: 0.0029296875%%",3.3203125,8,0.5545286506469501,4.0,0.78125,0.78125
Q291_2,categorical,Participant GMS,not pessimistic but doesn’t have something to do/wait for (lives day by day),", 0.0: 0.7900390625%%, 1.0: 0.1630859375%%, 8.0: 0.0126953125%%, 9.0: 0.0009765625%%",3.3203125,"8,9",2.5878003696857674,3.0,,
Q293_2,categorical,Participant GMS,genenral status of hoplessness or depression,", 0.0: 0.875%%, 9.0: 0.0029296875%%, 8.0: 0.0107421875%%, 1.0: 0.078125%%",3.3203125,"8,9",2.5878003696857674,3.0,,
Q631_2,ordinal,Participant GMS,Feeling confused,", 0.0: 0.845703125%%, 1.0: 0.09765625%%, 8.0: 0.0146484375%%, 2.0: 0.0087890625%%",3.3203125,8,2.7726432532347505,4.0,1.46484375,1.46484375
Q1211_2,ordinal,Participant GMS,Baffled by something strange happening,", 0.0: 0.958984375%%, 9.0: 0.0029296875%%, 8.0: 0.001953125%%, 1.0: 0.0029296875%%",3.3203125,"8,9",0.9242144177449167,4.0,0.48828125,0.48828125
Q1233_2,ordinal,Participant GMS,"The participant claims to be farting. (If the answer is positive, evaluate it as ""yes, simple"" or ""yes, severe"")",", 0.0: 0.9609375%%, 9.0: 0.0029296875%%, 8.0: 0.001953125%%, 1.0: 0.0009765625%%",3.3203125,"8,9",0.9242144177449167,4.0,0.48828125,0.48828125
Q211_2,ordinal,Participant GMS,depressed mood,", 0.0: 0.6875%%, 1.0: 0.2548828125%%, 2.0: 0.0205078125%%, 8.0: 0.00390625%%",3.3203125,8,0.7393715341959335,4.0,0.390625,0.390625
Q621_2,ordinal,Participant GMS,Subjective slowing in thinking.,", 0.0: 0.802734375%%, 8.0: 0.013671875%%, 1.0: 0.1396484375%%, 2.0: 0.0107421875%%",3.3203125,8,2.5878003696857674,4.0,1.3671875,1.3671875
Q731_2,ordinal,Participant GMS,"Move less than usual.

",", 1.0: 0.220703125%%, 0.0: 0.716796875%%, 2.0: 0.02734375%%, 8.0: 0.001953125%%",3.3203125,8,0.3696857670979667,4.0,0.1953125,0.1953125
Q361_2,categorical,Participant GMS,needs to make more efforts to remember things,", 0.0: 0.6767578125%%, 1.0: 0.2783203125%%, 8.0: 0.009765625%%, 9.0: 0.001953125%%",3.3203125,"8,9",2.2181146025878005,3.0,,
IRHOME_2,categorical,Participant GMS,did the interview take place in the participant's home,", 1.0: 0.6669921875%%, 0.0: 0.298828125%%, 9.0: 0.0009765625%%",3.3203125,9,0.18484288354898332,3.0,,
Q644_2,ordinal,Participant GMS,Lack of self-confidence,", 0.0: 0.912109375%%, 9.0: 0.0029296875%%, 1.0: 0.0380859375%%, 8.0: 0.0087890625%%, 2.0: 0.0048828125%%",3.3203125,"8,9",2.2181146025878005,4.0,1.171875,1.171875
Q11_2,categorical,Participant GMS,Cannot repeat interviewer’s name correctly even after three repetitions,", 1.0: 0.111328125%%, 0.0: 0.8505859375%%, 9.0: 0.0048828125%%",3.3203125,9,0.9242144177449167,3.0,,
Q294_2,categorical,Participant GMS,the circumstances of the participant explains the pessimism,", 0.0: 0.8505859375%%, 9.0: 0.005859375%%, 8.0: 0.0107421875%%, 1.0: 0.099609375%%",3.3203125,"8,9",3.1423290203327165,3.0,,
Q931_2,categorical,Participant GMS,There are people like this,", 1.0: 0.03515625%%, 0.0: 0.9267578125%%, 8.0: 0.00390625%%, 9.0: 0.0009765625%%",3.3203125,"8,9",0.9242144177449167,3.0,,
Q1232_2,ordinal,Participant GMS,"Hallucinations are related to smell, for example the participant smells an odor or gas in the room, etc. which is not really present. (If the answer is positive, evaluate it as ""yes, simple"" or ""yes, severe"")",", 0.0: 0.9599609375%%, 9.0: 0.001953125%%, 1.0: 0.0029296875%%, 8.0: 0.001953125%%",3.3203125,"8,9",0.7393715341959335,4.0,0.390625,0.390625
Q21_2,categorical,Participant GMS,Cannot spell both his/her first and last names correctly,", 1.0: 0.076171875%%, 0.0: 0.8095703125%%, 9.0: 0.0791015625%%, 8.0: 0.001953125%%",3.3203125,"8,9",15.341959334565619,3.0,,
Q191_2,ordinal,Participant GMS,subjective fear or anxiety our of proportion to the event if any that provoked the feeling.,", 0.0: 0.83203125%%, 1.0: 0.1220703125%%, 2.0: 0.0107421875%%, 8.0: 0.001953125%%",3.3203125,8,0.3696857670979667,4.0,1.26953125,1.26953125
Q1052_2,ordinal,Participant GMS,Feeling disturbed for most of the days during at least two weeks last month,", 0.0: 0.9052734375%%, 1.0: 0.0498046875%%, 2.0: 0.0087890625%%, 8.0: 0.0029296875%%",3.3203125,8,0.5545286506469501,4.0,1.171875,1.171875
Q391_2,categorical,Participant GMS,does not remember the name of the past prime minister (if wrong give the right answer: Najib Mikati) ,", 1.0: 0.2900390625%%, 0.0: 0.6728515625%%, 8.0: 0.0009765625%%, 9.0: 0.0029296875%%",3.3203125,"8,9",0.7393715341959335,3.0,,
Q401_2,ordinal,Participant GMS,the interviewer's believes that the elderly has a memory problem,", 0.0: 0.701171875%%, 1.0: 0.2197265625%%, 2.0: 0.0458984375%%",3.3203125,,0.0,4.0,0.0,0.0
Q41_2,categorical,Participant GMS,States or indicates by  gesture he/she does not know how old he/she is,", 0.0: 0.888671875%%, 1.0: 0.072265625%%, 9.0: 0.005859375%%",3.3203125,9,1.1090573012939002,3.0,,
Q501_2,ordinal,Participant GMS,describe the headache,", 0.0: 0.8076171875%%, 1.0: 0.146484375%%, 9.0: 0.001953125%%, 2.0: 0.0078125%%, 8.0: 0.0029296875%%",3.3203125,"8,9",0.9242144177449167,4.0,0.48828125,0.48828125
Q1751_2,ordinal,Participant GMS,"rate of speech: Extremely rapid speech, but can be interrupted.",", 0.0: 0.955078125%%, 1.0: 0.009765625%%, 9.0: 0.001953125%%, 2.0: 0.0029296875%%",3.02734375,9,0.3696857670979667,4.0,0.48828125,0.48828125
Q1752_2,ordinal,Participant GMS,"Pressure of speech:  too many words, rapid and keeps resisting interruption.",", 0.0: 0.9619140625%%, 1.0: 0.0048828125%%, 9.0: 0.001953125%%, 2.0: 0.0009765625%%",3.02734375,9,0.3696857670979667,4.0,0.29296875,0.29296875
Q18020_2,categorical,Participant GMS,Other.,", 0.0: 0.96875%%, 9.0: 0.0009765625%%, 1.0: 0.0029296875%%",2.734375,9,0.18484288354898332,3.0,,
Q1671_2,ordinal,Participant GMS,"UNCO-OPERATIVE, ETC.: Tries to start an argument.",", 0.0: 0.958984375%%, 9.0: 0.001953125%%, 1.0: 0.01171875%%",2.734375,9,0.3696857670979667,4.0,0.1953125,0.1953125
Q1781_2,ordinal,Participant GMS,Judgment: Problems with memory are more prominent than problems with thinking i.e. more difficulty with remembering things than working things out.,", 0.0: 0.8154296875%%, 1.0: 0.1337890625%%, 9.0: 0.0009765625%%, 2.0: 0.0224609375%%",2.734375,9,0.18484288354898332,4.0,2.34375,2.34375
Q1661_2,ordinal,Participant GMS,"OTHER AFFECT: Facetious:  silly jokes, flippant remarks.",", 0.0: 0.9638671875%%, 9.0: 0.001953125%%, 1.0: 0.0068359375%%",2.734375,9,0.3696857670979667,4.0,0.1953125,0.1953125
Q1811_2,ordinal,Participant GMS,Rating,", 0.0: 0.8798828125%%, 3.0: 0.009765625%%, 2.0: 0.0341796875%%, 1.0: 0.048828125%%",2.734375,,0.0,4.0,4.39453125,4.39453125
Q1705_2,ordinal,Participant GMS,Obvious evidence of paralysis or stroke.,", 0.0: 0.953125%%, 9.0: 0.0078125%%, 1.0: 0.0078125%%, 2.0: 0.0048828125%%",2.63671875,9,1.478743068391867,4.0,0.78125,0.78125
Q17922_2,categorical,Participant GMS,"Patient appears generally sleepy, but does not actually fall asleep.",", 0.0: 0.96875%%, 8.0: 0.0009765625%%, 9.0: 0.001953125%%, 1.0: 0.001953125%%",2.63671875,"8,9",0.5545286506469501,3.0,,
Q1704_2,ordinal,Participant GMS,Obvious abnormality of walking.,", 0.0: 0.9267578125%%, 9.0: 0.0205078125%%, 1.0: 0.025390625%%, 2.0: 0.0009765625%%",2.63671875,9,3.8817005545286505,4.0,2.05078125,2.05078125
Q1796_2,categorical,Participant GMS,Deafness - severe.,", 0.0: 0.9658203125%%, 9.0: 0.001953125%%, 1.0: 0.005859375%%",2.63671875,9,0.3696857670979667,3.0,,
Q18014_2,categorical,Participant GMS,Withdrawal or apparent apathy possibly due to indifference OR to deep depression.,", 0.0: 0.9619140625%%, 9.0: 0.0009765625%%, 1.0: 0.0107421875%%",2.63671875,9,0.18484288354898332,3.0,,
Q1755_2,ordinal,Participant GMS,Long pauses before replying a characteristic feature.,", 0.0: 0.943359375%%, 1.0: 0.0283203125%%, 9.0: 0.0009765625%%, 2.0: 0.0009765625%%",2.63671875,9,0.18484288354898332,4.0,0.1953125,0.1953125
Q1641_2,ordinal,Participant GMS,Uncontrollable short bouts of crying.,", 0.0: 0.939453125%%, 9.0: 0.001953125%%, 1.0: 0.0263671875%%, 2.0: 0.005859375%%",2.63671875,9,0.3696857670979667,4.0,0.78125,0.78125
Q1803_2,categorical,Participant GMS,"Incoherent in clear consciousness (e.g. not sleepy) i.e. irrelevant or bizarre or random answers, disjointed ideas, gibberish, neologisms, perseveration, flight of ideas.",", 0.0: 0.95703125%%, 9.0: 0.0009765625%%, 1.0: 0.015625%%",2.63671875,9,0.18484288354898332,3.0,,
Q1802_2,categorical,Participant GMS,"Memory defect (dubious) e.g. hazy recall, unconvincingly claims not to remember, makes little attempt to recall.",", 0.0: 0.9296875%%, 9.0: 0.0009765625%%, 1.0: 0.04296875%%",2.63671875,9,0.18484288354898332,3.0,,
Q1703_2,ordinal,Participant GMS,"Parkinsonian movements (characteristic repeated regular tremor of the hands at rest.  Described as 'pill rolling', as if the interviewee was rolling a pill between the thumb and finger tips).",", 0.0: 0.962890625%%, 9.0: 0.001953125%%, 2.0: 0.0009765625%%, 1.0: 0.0078125%%",2.63671875,9,0.3696857670979667,4.0,0.29296875,0.29296875
Q17911_2,categorical,Participant GMS,Other.,", 0.0: 0.970703125%%, 9.0: 0.001953125%%, 1.0: 0.0009765625%%",2.63671875,9,0.3696857670979667,3.0,,
Q18019_2,categorical,Participant GMS,Distractibility (interviewee's attention is frequently drawn to trivial and irrelevant events in the environment).,", 0.0: 0.955078125%%, 1.0: 0.017578125%%, 9.0: 0.0009765625%%",2.63671875,9,0.18484288354898332,3.0,,
Q17912_2,categorical,Participant GMS,Low intelligence.,", 0.0: 0.96484375%%, 1.0: 0.0068359375%%, 9.0: 0.001953125%%",2.63671875,9,0.3696857670979667,3.0,,
Q17920_2,categorical,Participant GMS,"Interview conditions unfavourable, e.g. noisy, distracting environment.",", 0.0: 0.966796875%%, 9.0: 0.001953125%%, 1.0: 0.0048828125%%",2.63671875,9,0.3696857670979667,3.0,,
Q17910_2,categorical,Participant GMS,Weakness - severe.,", 0.0: 0.96484375%%, 9.0: 0.001953125%%, 1.0: 0.0068359375%%",2.63671875,9,0.3696857670979667,3.0,,
Q1791_2,categorical,Participant GMS,Foreign language e.g. poor command of language in which interview is conducted interpreter required.,", 0.0: 0.96875%%, 1.0: 0.0029296875%%, 8.0: 0.0009765625%%, 9.0: 0.0009765625%%",2.63671875,"8,9",0.3696857670979667,3.0,,
Q1741_2,ordinal,Participant GMS,Vague quality to speech.  No completion of a thought or idea.,", 0.0: 0.939453125%%, 1.0: 0.0224609375%%, 9.0: 0.0029296875%%, 2.0: 0.0087890625%%",2.63671875,9,0.5545286506469501,4.0,1.171875,1.171875
Q1771_2,ordinal,Participant GMS,"Perseveration: Repeats answer inappropriately
e.g.      Question:  Weekday?
            Response: Tuesday
            Questions:  Month?
            Response:   Tuesday",", 0.0: 0.953125%%, 9.0: 0.001953125%%, 2.0: 0.0068359375%%, 1.0: 0.01171875%%",2.63671875,9,0.3696857670979667,4.0,0.87890625,0.87890625
Q1702_2,ordinal,Participant GMS,"Athetoid movements (continuous, purposeless, slow writhing movements of tongue, jaws or limbs).",", 0.0: 0.966796875%%, 9.0: 0.001953125%%, 1.0: 0.0048828125%%",2.63671875,9,0.3696857670979667,4.0,0.1953125,0.1953125
Q1701_2,ordinal,Participant GMS,"Choreiform movements (continuous, purposeless, jerky, involuntary movements of the head, body or limbs while at rest)",", 0.0: 0.96875%%, 9.0: 0.001953125%%, 1.0: 0.0029296875%%",2.63671875,9,0.3696857670979667,4.0,0.1953125,0.1953125
Q1652_2,ordinal,Participant GMS,Infectious gaiety.,", 0.0: 0.96484375%%, 1.0: 0.0068359375%%, 9.0: 0.001953125%%",2.63671875,9,0.3696857670979667,4.0,0.1953125,0.1953125
Q1651_2,ordinal,Participant GMS,"Elated, euphoric, even though perhaps changing to irritability or depression.",", 0.0: 0.96484375%%, 1.0: 0.0068359375%%, 9.0: 0.001953125%%",2.63671875,9,0.3696857670979667,4.0,0.1953125,0.1953125
Q1642_2,ordinal,Participant GMS,Uncontrollable short bouts of laughing.,", 0.0: 0.9638671875%%, 9.0: 0.001953125%%, 1.0: 0.0078125%%",2.63671875,9,0.3696857670979667,4.0,0.1953125,0.1953125
Q1801_2,categorical,Participant GMS,"Memory defect (clear-cut) e.g. disorientated, gross memory loss, clear-cut blackout, etc.",", 0.0: 0.921875%%, 9.0: 0.0009765625%%, 8.0: 0.0009765625%%, 1.0: 0.0498046875%%",2.63671875,"8,9",0.3696857670979667,3.0,,
Q1634_2,ordinal,Participant GMS,No appropriate emotion shown when delusional or normal material is discussed which would usually bring out emotion,", 0.0: 0.9521484375%%, 9.0: 0.001953125%%, 2.0: 0.0048828125%%, 1.0: 0.0146484375%%",2.63671875,9,0.3696857670979667,4.0,0.68359375,0.68359375
Q1635_2,ordinal,Participant GMS,"Uniform blunting of mood, 
whatever the tone of conversation (indifference, apathetic acceptance).",", 0.0: 0.94140625%%, 1.0: 0.0234375%%, 9.0: 0.001953125%%, 2.0: 0.0068359375%%",2.63671875,9,0.3696857670979667,4.0,0.87890625,0.87890625
Q1804_2,categorical,Participant GMS,Keeps referring to delusions or hallucinations.,", 0.0: 0.970703125%%, 9.0: 0.0009765625%%, 1.0: 0.001953125%%",2.63671875,9,0.18484288354898332,3.0,,
Q1805_2,categorical,Participant GMS,Incorporates interviewer in delusions.,", 0.0: 0.97265625%%, 9.0: 0.0009765625%%",2.63671875,9,0.18484288354898332,3.0,,
Q1807_2,categorical,Participant GMS,Speaks coherently to self; speaks to voices.,", 0.0: 0.97265625%%, 9.0: 0.0009765625%%",2.63671875,9,0.18484288354898332,3.0,,
Q1753_2,ordinal,Participant GMS,"Flight of ideas:  one idea suggests another in rapid succession, so that patient is soon far from the point, e.g.
Question:  
WHAT IS THE TIME?
Response:  
IT IS THREE O'CLOCK BY MY H. SAMUEL EVERRIGHT GOLD WATCH, BUT IT IS NOT ON THE GOLD STANDARD, WAVE 
THE FLAGS A LIFE ON THE BRINY WAVE.",", 0.0: 0.9580078125%%, 1.0: 0.009765625%%, 9.0: 0.001953125%%, 2.0: 0.00390625%%",2.63671875,9,0.3696857670979667,4.0,0.5859375,0.5859375
Q18016_2,categorical,Participant GMS,Lack of insight.  Total denial of symptoms or illness.,", 0.0: 0.9609375%%, 9.0: 0.0009765625%%, 1.0: 0.01171875%%",2.63671875,9,0.18484288354898332,3.0,,
Q18015_2,categorical,Participant GMS,"Over talkative, but not pressure of speech.",", 0.0: 0.9560546875%%, 1.0: 0.0166015625%%, 9.0: 0.0009765625%%",2.63671875,9,0.18484288354898332,3.0,,
Q1795_2,categorical,Participant GMS,Dysarthria (due to speech organs) e.g. coarse tremor of the tongue or paralysis of vocal chords.,", 0.0: 0.96484375%%, 9.0: 0.001953125%%, 1.0: 0.0068359375%%",2.63671875,9,0.3696857670979667,3.0,,
Q1706_2,ordinal,Participant GMS,"Obvious evidence of physical abnormality of the legs like arthritis, amputation, or gross swelling.",", 0.0: 0.9296875%%, 1.0: 0.03125%%, 9.0: 0.0068359375%%, 2.0: 0.005859375%%",2.63671875,9,1.2939001848428835,4.0,0.68359375,0.68359375
Q18017_2,categorical,Participant GMS,"Excited or agitated or obviously elated (cannot sit still, or frequently interrupts with fatuous jokes or remarks).",", 0.0: 0.96484375%%, 9.0: 0.0009765625%%, 1.0: 0.0078125%%",2.63671875,9,0.18484288354898332,3.0,,
Q18018_2,categorical,Participant GMS,Pre-occupied with inner experiences which are not vocalised (unspecified pre-occupation).,", 0.0: 0.96875%%, 9.0: 0.0009765625%%, 1.0: 0.00390625%%",2.63671875,9,0.18484288354898332,3.0,,
Q1806_2,categorical,Participant GMS,Posturing (maintains an unusual or odd position of any part of the body repeatedly or for several minutes at a time) bizarre behaviour.,", 0.0: 0.9716796875%%, 9.0: 0.0009765625%%, 1.0: 0.0009765625%%",2.63671875,9,0.18484288354898332,3.0,,
Q18012_2,categorical,Participant GMS,Mutism not specified as due to physical defect.,", 0.0: 0.9716796875%%, 9.0: 0.0009765625%%, 1.0: 0.0009765625%%",2.63671875,9,0.18484288354898332,3.0,,
Q1754_2,ordinal,Participant GMS,Speech very slow.  Distinct pauses between words.,", 0.0: 0.9404296875%%, 9.0: 0.001953125%%, 1.0: 0.03125%%",2.63671875,9,0.3696857670979667,4.0,0.1953125,0.1953125
Q1808_2,categorical,Participant GMS,Cries uncontrollably.,", 0.0: 0.966796875%%, 9.0: 0.0009765625%%, 1.0: 0.005859375%%",2.63671875,9,0.18484288354898332,3.0,,
Q1792_2,categorical,Participant GMS,Unclear dialect or accent.,", 0.0: 0.9638671875%%, 9.0: 0.001953125%%, 1.0: 0.0078125%%",2.63671875,9,0.3696857670979667,3.0,,
Q1633_2,ordinal,Participant GMS,No gesture accompanying speech,", 0.0: 0.94140625%%, 1.0: 0.02734375%%, 9.0: 0.0009765625%%, 2.0: 0.00390625%%",2.63671875,9,0.18484288354898332,4.0,0.48828125,0.48828125
Q1632_2,ordinal,Participant GMS,Monotonous VOICE.  No play of expression in conversation.,", 0.0: 0.9189453125%%, 1.0: 0.0478515625%%, 9.0: 0.0009765625%%, 2.0: 0.005859375%%",2.63671875,9,0.18484288354898332,4.0,0.68359375,0.68359375
Q1631_2,ordinal,Participant GMS,Face without expression. Does not show expressions during conversation.,", 0.0: 0.9306640625%%, 9.0: 0.0009765625%%, 1.0: 0.037109375%%, 2.0: 0.0048828125%%",2.63671875,9,0.18484288354898332,4.0,0.5859375,0.5859375
Q18013_2,categorical,Participant GMS,Suspicious.  Negativistic (clearly does the opposite of what the interviewer asks or expects).,", 0.0: 0.970703125%%, 1.0: 0.001953125%%, 9.0: 0.0009765625%%",2.63671875,9,0.18484288354898332,3.0,,
Q18011_2,categorical,Participant GMS,Other.,", 0.0: 0.97265625%%, 9.0: 0.0009765625%%",2.63671875,9,0.18484288354898332,3.0,,
Q18010_2,categorical,Participant GMS,Gross suspiciousness.,", 0.0: 0.970703125%%, 9.0: 0.0009765625%%, 1.0: 0.001953125%%",2.63671875,9,0.18484288354898332,3.0,,
Q1809_2,categorical,Participant GMS,"Pressure of speech (cannot be interrupted in the usual manner, talks the interviewer down).",", 0.0: 0.9716796875%%, 9.0: 0.0009765625%%, 1.0: 0.0009765625%%",2.63671875,9,0.18484288354898332,3.0,,
Q1798_2,categorical,Participant GMS,Stuttering.,", 0.0: 0.9541015625%%, 9.0: 0.001953125%%, 1.0: 0.017578125%%",2.63671875,9,0.3696857670979667,3.0,,
TRIALNO_2,numeric,Participant cognative  survey,number of trials needed by participant to remember all 3 words,", 8.0: 0.0009765625%%, 3.0: 0.1806640625%%, 2.0: 0.14453125%%, 1.0: 0.4609375%%, 97.0: 0.0009765625%%, 0.0: 0.00390625%%, 4.0: 0.103515625%%, 6.0: 0.0302734375%%, 5.0: 0.048828125%%",2.5390625,,0.0,,0.09765625,0.09765625
PENTAG_2,categorical,Participant cognative  survey,score of drawing the pentagones,", 0.0: 0.7216796875%%, 1.0: 0.25390625%%",2.44140625,,0.0,1.0,,
CIRCLE_2,categorical,Participant cognative  survey,score of drawing the circle,", 1.0: 0.609375%%, 0.0: 0.3662109375%%",2.44140625,,0.0,1.0,,
PAPER_2,numeric,Participant cognative  survey,score of paper folding/ handling,", 3.0: 0.7646484375%%, 2.0: 0.162109375%%, 0.0: 0.0234375%%, 1.0: 0.025390625%%",2.44140625,,0.0,,2.34375,2.34375
STORY_2,ordinal,Participant cognative  survey,score of repeating story,", 6.0: 0.2392578125%%, 5.0: 0.1396484375%%, 2.0: 0.0849609375%%, 1.0: 0.0302734375%%, 4.0: 0.2314453125%%, 3.0: 0.2041015625%%, 0.0: 0.0458984375%%",2.44140625,,0.0,,0.0,0.0
HAMMER_2,categorical,Participant cognative  survey,what is the function of a hammer,", 1.0: 0.9521484375%%, 0.0: 0.0244140625%%",2.34375,,0.0,1.0,,
SHOULD_2,categorical,Participant cognative  survey,what is this called (interviewer shows a shoulder),", 1.0: 0.9599609375%%, 0.0: 0.0166015625%%",2.34375,,0.0,1.0,,
ELBOW_2,categorical,Participant cognative  survey,what is this called (interviewer shows an elbow),", 1.0: 0.9580078125%%, 0.0: 0.0185546875%%",2.34375,,0.0,1.0,,
LEARN1_2,numeric,Participant cognative  survey,please repeat the words you can remember (first trial),", 7.0: 0.0634765625%%, 777.0: 0.0009765625%%, 66.0: 0.0029296875%%, 8.0: 0.013671875%%, 3.0: 0.1728515625%%, 6.0: 0.1259765625%%, 4.0: 0.171875%%, 5.0: 0.193359375%%, 35.0: 0.0009765625%%, 0.0: 0.072265625%%, 1.0: 0.052734375%%, 2.0: 0.0908203125%%, 33.0: 0.001953125%%, 9.0: 0.00390625%%, 76.0: 0.0009765625%%, 53.0: 0.0009765625%%, 56.0: 0.0009765625%%, 22.0: 0.0009765625%%, 24.0: 0.0009765625%%, 10.0: 0.00390625%%",2.34375,"22,24,33,35,53,56,66,76,777",2.2181146025878005,10.0,0.09765625,0.09765625
Chin_2,categorical,Participant cognative  survey,what is this called (interviewer shows a chin),", 1.0: 0.9619140625%%, 0.0: 0.0146484375%%",2.34375,,0.0,1.0,,
WATCH_2,categorical,Participant cognative  survey,what is this called (interviewer shows a watch),", 1.0: 0.96875%%, 0.0: 0.0078125%%",2.34375,,0.0,1.0,,
SHOES_2,categorical,Participant cognative  survey,what is this called (interviewer shows a shoe),", 1.0: 0.962890625%%, 0.0: 0.013671875%%",2.34375,,0.0,1.0,,
CHAIR_2,categorical,Participant cognative  survey,what is this called (interviewer shows a chair),", 1.0: 0.962890625%%, 0.0: 0.013671875%%",2.34375,,0.0,1.0,,
ANIMALS_2,categorical,Participant cognative  survey,participant was able to mention the names of the animals during the one minute provided,", 0.0: 0.0322265625%%, 1.0: 0.2109375%%, 13.0: 0.01953125%%, 21.0: 0.0068359375%%, 35.0: 0.001953125%%, 15.0: 0.029296875%%, 27.0: 0.001953125%%, 20.0: 0.0126953125%%, 16.0: 0.0205078125%%, 7.0: 0.0517578125%%, 19.0: 0.015625%%, 17.0: 0.013671875%%, 14.0: 0.017578125%%, 5.0: 0.0771484375%%, 8.0: 0.0712890625%%, 12.0: 0.048828125%%, 6.0: 0.1142578125%%, 9.0: 0.0400390625%%, 3.0: 0.0185546875%%, 22.0: 0.005859375%%, 10.0: 0.0703125%%, 2.0: 0.013671875%%, 11.0: 0.01953125%%, 18.0: 0.005859375%%, 4.0: 0.0439453125%%, 24.0: 0.0029296875%%, 34.0: 0.0009765625%%, 23.0: 0.0029296875%%, 28.0: 0.0009765625%%, 32.0: 0.0009765625%%, 40.0: 0.0009765625%%, 30.0: 0.001953125%%, 26.0: 0.0009765625%%",2.34375,"11,12,13,14,15,16,17,18,19,20,21,22,23,24,26,27,28,30,32,34,35,40",43.99260628465805,10.0,,
PENCIL_2,categorical,Participant cognative  survey,what is this called (interviewer shows a pencil),", 1.0: 0.96875%%, 0.0: 0.0078125%%",2.34375,,0.0,1.0,,
LONGMEM_2,categorical,Participant cognative  survey,what was the name of the elected president who was assasinated during the israeli occupation in 1982,", 0.0: 0.41015625%%, 1.0: 0.56640625%%",2.34375,,0.0,1.0,,
REPEAT_2,categorical,Participant cognative  survey,please repeat this proverb (it might be difficult to pronounce for some),", 1.0: 0.720703125%%, 0.0: 0.255859375%%",2.34375,,0.0,1.0,,
NRECALL_2,categorical,Participant cognative  survey,do you remember my name (interviewer's),", 1.0: 0.787109375%%, 0.0: 0.189453125%%",2.34375,,0.0,1.0,,
WORDIMM_2,categorical,Participant cognative  survey,"3-word list recall (boat, house, fish)",", 3.0: 0.6865234375%%, 2.0: 0.1884765625%%, 1.0: 0.05859375%%, 0.0: 0.04296875%%",2.34375,,0.0,3.0,,
TOWN_2,categorical,Participant cognative  survey,what is the name of this city/village you are currently living in,", 1.0: 0.927734375%%, 0.0: 0.048828125%%",2.34375,,0.0,1.0,,
CHIEF_2,categorical,Participant cognative  survey,what is the name of the current president,", 1.0: 0.7138671875%%, 0.0: 0.2626953125%%",2.34375,,0.0,1.0,,
STREET_2,categorical,Participant cognative  survey,give me the names of 2 streets near your home,", 1.0: 0.8681640625%%, 0.0: 0.1083984375%%",2.34375,,0.0,1.0,,
STORE_2,categorical,Participant cognative  survey,where is the local market shop located,", 1.0: 0.89453125%%, 0.0: 0.08203125%%",2.34375,,0.0,1.0,,
ADDRESS_2,categorical,Participant cognative  survey,what is your homeaddress,", 1.0: 0.93359375%%, 0.0: 0.04296875%%",2.34375,,0.0,1.0,,
WORDDEL_2,categorical,Participant cognative  survey,do you remember the 3 word-list,", 3.0: 0.3095703125%%, 2.0: 0.2763671875%%, 1.0: 0.126953125%%, 0.0: 0.263671875%%",2.34375,,0.0,3.0,,
MONTH_2,categorical,Participant cognative  survey,In what month are we,", 1.0: 0.81640625%%, 0.0: 0.16015625%%",2.34375,,0.0,1.0,,
YEAR_2,categorical,Participant cognative  survey,in what year are we,", 1.0: 0.7373046875%%, 0.0: 0.2392578125%%",2.34375,,0.0,1.0,,
SEASON_2,categorical,Participant cognative  survey,in what season are we,", 1.0: 0.841796875%%, 0.0: 0.134765625%%",2.34375,,0.0,1.0,,
NOD_2,categorical,Participant cognative  survey,please move your head as if you are giving a nod,", 1.0: 0.95703125%%, 0.0: 0.01953125%%",2.34375,,0.0,1.0,,
POINT_2,categorical,Participant cognative  survey,can you point out to the window and the door in this room,", 1.0: 0.95703125%%, 0.0: 0.01953125%%",2.34375,,0.0,1.0,,
